Seed|Collisions|Spread|Total
14398|1256945|1016825.07429|2273770.07429
14399|1255995|1016294.33119|2272289.33119
14400|1257342|1017336.89609|2274678.89609
14401|1255795|1016116.33712|2271911.33712
14402|1257385|1016118.59914|2273503.59914
14403|1257385|1016605.67352|2273990.67352
14404|1255162|1016426.81752|2271588.81752
14405|1255338|1015917.45774|2271255.45774
14406|1256728|1016752.07189|2273480.07189
14407|1255500|1015337.45867|2270837.45867
14408|1254433|1015550.97790|2269983.97790
14409|1256433|1016392.24647|2272825.24647
14410|1255367|1016016.66006|2271383.66006
14411|1256467|1016546.30364|2273013.30364
14412|1255352|1015505.66245|2270857.66245
14413|1255201|1015407.65168|2270608.65168
14414|1255410|1015699.66526|2271109.66526
14415|1254967|1015923.87418|2270890.87418
14416|1256598|1017349.23100|2273947.23100
14417|1256895|1016137.89861|2273032.89861
14418|1256768|1017161.17571|2273929.17571
14419|1255901|1016908.43849|2272809.43849
14420|1256323|1016807.27781|2273130.27781
14421|1257616|1017275.74645|2274891.74645
14422|1257568|1017903.76744|2275471.76744
14423|1257752|1018968.90119|2276720.90119
14424|1256309|1017109.36942|2273418.36942
14425|1257999|1018247.81705|2276246.81705
14426|1256591|1017380.17427|2273971.17427
14427|1255523|1016161.57845|2271684.57845
14428|1255307|1015224.52860|2270531.52860
14429|1254987|1015702.80514|2270689.80514
14430|1256307|1017410.38104|2273717.38104
14431|1255426|1015716.58389|2271142.58389
14432|1254682|1015720.04772|2270402.04772
14433|1255910|1016962.54582|2272872.54582
14434|1255964|1014672.16982|2270636.16982
14435|1254793|1015670.82684|2270463.82684
14436|1256568|1016220.24469|2272788.24469
14437|1255582|1017371.58007|2272953.58007
14438|1257276|1017388.96946|2274664.96946
14439|1255787|1016228.38381|2272015.38381
14440|1256107|1018482.78152|2274589.78152
14441|1256362|1017366.38132|2273728.38132
14442|1254904|1016213.64785|2271117.64785
14443|1254698|1016365.05525|2271063.05525
14444|1255296|1015399.65066|2270695.65066
14445|1257122|1018225.16794|2275347.16794
14446|1255877|1016504.34706|2272381.34706
14447|1256573|1017266.32596|2273839.32596
14448|1257222|1017428.97286|2274650.97286
14449|1257829|1018119.77992|2275948.77992
14450|1257185|1017107.86391|2274292.86391
14451|1256778|1016844.15782|2273622.15782
14452|1256589|1017551.15416|2274140.15416
14453|1255720|1017075.43973|2272795.43973
14454|1255658|1017423.71840|2273081.71840
14455|1255050|1015656.60634|2270706.60634
14456|1257805|1017866.71575|2275671.71575
14457|1256374|1017124.38617|2273498.38617
14458|1254018|1016213.15173|2270231.15173
14459|1255656|1015761.38708|2271417.38708
14460|1256374|1017768.42750|2274142.42750
14461|1257406|1018592.05756|2275998.05756
14462|1256487|1017865.44141|2274352.44141
14463|1255562|1015511.45701|2271073.45701
14464|1255055|1017238.93343|2272293.93343
14465|1254556|1015843.75767|2270399.75767
14466|1258538|1018751.44835|2277289.44835
14467|1255217|1015956.54927|2271173.54927
14468|1256018|1016483.33757|2272501.33757
14469|1255170|1016837.72920|2272007.72920
14470|1256721|1019744.67514|2276465.67514
14471|1254698|1014769.57885|2269467.57885
14472|1257068|1016728.02531|2273796.02531
14473|1257233|1018032.99939|2275265.99939
14474|1257042|1017296.99629|2274338.99629
14475|1255144|1015384.51461|2270528.51461
14476|1254959|1015646.71861|2270605.71861
14477|1255900|1017281.49141|2273181.49141
14478|1256360|1017466.31194|2273826.31194
14479|1256831|1018218.05363|2275049.05363
14480|1256776|1017231.10402|2274007.10402
14481|1256053|1014936.26236|2270989.26236
14482|1254700|1016163.96639|2270863.96639
14483|1257277|1018262.14417|2275539.14417
14484|1257986|1018006.60024|2275992.60024
14485|1255293|1016514.64611|2271807.64611
14486|1256727|1018668.37561|2275395.37561
14487|1255725|1015500.24160|2271225.24160
14488|1255403|1016485.29422|2271888.29422
14489|1256205|1016593.34948|2272798.34948
14490|1256914|1016462.94618|2273376.94618
14491|1256653|1015572.96415|2272225.96415
14492|1255211|1016343.60069|2271554.60069
14493|1255121|1016069.62449|2271190.62449
14494|1254654|1014730.74795|2269384.74795
14495|1255311|1017139.91637|2272450.91637
14496|1255330|1015867.51225|2271197.51225
14497|1256062|1016738.44128|2272800.44128
14498|1256157|1016726.27052|2272883.27052
14499|1255583|1015544.37850|2271127.37850
14500|1257346|1017747.93238|2275093.93238
14501|1255326|1016991.80643|2272317.80643
14502|1255485|1015349.44833|2270834.44833
14503|1256886|1016997.01905|2273883.01905
14504|1252994|1014468.39204|2267462.39204
14505|1255784|1016687.52479|2272471.52479
14506|1255236|1015671.58046|2270907.58046
14507|1256788|1017244.06343|2274032.06343
14508|1256082|1017367.48094|2273449.48094
14509|1254843|1015979.67334|2270822.67334
14510|1257002|1018297.17309|2275299.17309
14511|1256335|1016767.30712|2273102.30712
14512|1257124|1017574.95230|2274698.95230
14513|1255261|1015402.45285|2270663.45285
14514|1255930|1016670.52114|2272600.52114
14515|1256677|1017203.99880|2273880.99880
14516|1254139|1014856.87490|2268995.87490
14517|1255671|1016625.58777|2272296.58777
14518|1256360|1017802.47871|2274162.47871
14519|1255996|1017481.52203|2273477.52203
14520|1255162|1016713.92362|2271875.92362
14521|1256945|1019089.15455|2276034.15455
14522|1256859|1017269.14334|2274128.14334
14523|1256283|1017241.35344|2273524.35344
14524|1254527|1015451.76219|2269978.76219
14525|1256868|1017724.12698|2274592.12698
14526|1255348|1015674.36426|2271022.36426
14527|1255529|1015771.29875|2271300.29875
14528|1255797|1016925.40973|2272722.40973
14529|1256967|1018353.20611|2275320.20611
14530|1255942|1016639.33398|2272581.33398
14531|1255837|1015975.30498|2271812.30498
14532|1256098|1016279.43871|2272377.43871
14533|1255613|1016872.55362|2272485.55362
14534|1256155|1018330.68618|2274485.68618
14535|1254392|1015067.89502|2269459.89502
14536|1255979|1017409.57997|2273388.57997
14537|1256359|1017092.39812|2273451.39812
14538|1254992|1015714.88438|2270706.88438
14539|1255447|1016083.52097|2271530.52097
14540|1254774|1015079.67304|2269853.67304
14541|1254403|1015139.95618|2269542.95618
14542|1255391|1016457.70705|2271848.70705
14543|1256070|1016366.31716|2272436.31716
14544|1256617|1017470.03976|2274087.03976
14545|1255942|1017207.50342|2273149.50342
14546|1256601|1017769.21528|2274370.21528
14547|1256111|1017254.48274|2273365.48274
14548|1255285|1015553.39236|2270838.39236
14549|1256201|1016354.18596|2272555.18596
14550|1255108|1016423.81356|2271531.81356
14551|1255954|1016751.37140|2272705.37140
14552|1256791|1017082.10424|2273873.10424
14553|1256342|1016851.40008|2273193.40008
14554|1256667|1017182.05325|2273849.05325
14555|1256071|1016165.30533|2272236.30533
14556|1256502|1016272.28171|2272774.28171
14557|1254922|1015722.68510|2270644.68510
14558|1254632|1015137.96907|2269769.96907
14559|1256768|1017157.15185|2273925.15185
14560|1254942|1014801.72950|2269743.72950
14561|1255628|1015413.65301|2271041.65301
14562|1256320|1016347.21327|2272667.21327
14563|1255195|1016278.67417|2271473.67417
14564|1256429|1015751.25653|2272180.25653
14565|1255088|1014999.42338|2270087.42338
14566|1255761|1015819.32802|2271580.32802
14567|1257773|1018092.82404|2275865.82404
14568|1256597|1015923.99593|2272520.99593
14569|1256169|1016389.24600|2272558.24600
14570|1255218|1015853.47692|2271071.47692
14571|1257380|1016646.92842|2274026.92842
14572|1256167|1016681.39224|2272848.39224
14573|1256573|1016625.16885|2273198.16885
14574|1255391|1015670.48365|2271061.48365
14575|1255571|1016412.51551|2271983.51551
14576|1256470|1016743.28517|2273213.28517
14577|1256603|1016039.24718|2272642.24718
14578|1255680|1016070.37712|2271750.37712
14579|1256572|1016817.17215|2273389.17215
14580|1255083|1015479.66949|2270562.66949
14581|1257067|1017702.08373|2274769.08373
14582|1256010|1015909.24366|2271919.24366
14583|1255438|1015142.53596|2270580.53596
14584|1257608|1017080.83256|2274688.83256
14585|1257574|1019206.16531|2276780.16531
14586|1255730|1015854.45776|2271584.45776
14587|1254356|1014789.93991|2269145.93991
14588|1255724|1015841.38779|2271565.38779
14589|1255456|1015395.56199|2270851.56199
14590|1256857|1017283.09399|2274140.09399
14591|1256010|1016751.42524|2272761.42524
14592|1255221|1015766.61497|2270987.61497
14593|1254833|1015483.58595|2270316.58595
14594|1254323|1014862.78200|2269185.78200
14595|1253950|1014670.02356|2268620.02356
14596|1256632|1017505.35934|2274137.35934
14597|1255424|1015666.47922|2271090.47922
14598|1256248|1016819.33510|2273067.33510
14599|1254772|1015698.85485|2270470.85485
14600|1255707|1016714.52929|2272421.52929
14601|1253899|1014925.09469|2268824.09469
14602|1255133|1015298.61249|2270431.61249
14603|1254974|1016071.75713|2271045.75713
14604|1255377|1015954.59807|2271331.59807
14605|1255342|1016112.68950|2271454.68950
14606|1255074|1016870.86880|2271944.86880
14607|1255521|1016400.55749|2271921.55749
14608|1255788|1015240.48802|2271028.48802
14609|1256682|1016908.08615|2273590.08615
14610|1256122|1017196.46527|2273318.46527
14611|1256702|1016584.12389|2273286.12389
14612|1255389|1015286.68256|2270675.68256
14613|1253527|1014754.26470|2268281.26470
14614|1255965|1016630.41293|2272595.41293
14615|1257122|1016619.84550|2273741.84550
14616|1254861|1015601.73712|2270462.73712
14617|1256096|1017137.52946|2273233.52946
14618|1255988|1015223.24256|2271211.24256
14619|1254243|1015243.92680|2269486.92680
14620|1255936|1016690.51423|2272626.51423
14621|1255790|1015600.39603|2271390.39603
14622|1255596|1016071.64381|2271667.64381
14623|1256572|1015727.02697|2272299.02697
14624|1254562|1014704.63281|2269266.63281
14625|1256544|1016846.13069|2273390.13069
14626|1254777|1015442.71359|2270219.71359
14627|1255880|1014830.29492|2270710.29492
14628|1257208|1016831.79602|2274039.79602
14629|1256165|1016309.27569|2272474.27569
14630|1256394|1017037.33702|2273431.33702
14631|1257257|1017941.83589|2275198.83589
14632|1257347|1016481.80710|2273828.80710
14633|1255193|1015447.60108|2270640.60108
14634|1256696|1016588.16858|2273284.16858
14635|1256002|1016481.50222|2272483.50222
14636|1256251|1016677.40333|2272928.40333
14637|1255214|1015735.62071|2270949.62071
14638|1255520|1017232.72183|2272752.72183
14639|1256103|1015725.19110|2271828.19110
14640|1255977|1015174.25593|2271151.25593
14641|1257071|1016544.93476|2273615.93476
14642|1255080|1015211.63225|2270291.63225
14643|1255366|1016550.79927|2271916.79927
14644|1256039|1017302.38608|2273341.38608
14645|1254922|1014991.61907|2269913.61907
14646|1254652|1014771.59866|2269423.59866
14647|1254882|1015342.83645|2270224.83645
14648|1255330|1016373.70743|2271703.70743
14649|1256240|1015714.07810|2271954.07810
14650|1255656|1015857.62377|2271513.62377
14651|1258078|1017712.73830|2275790.73830
14652|1257181|1017787.07307|2274968.07307
14653|1254429|1014642.05024|2269071.05024
14654|1255556|1015136.29878|2270692.29878
14655|1255370|1015790.63803|2271160.63803
14656|1254582|1015184.96079|2269766.96079
14657|1256769|1016112.10460|2272881.10460
14658|1255577|1016852.79699|2272429.79699
14659|1256544|1017377.23981|2273921.23981
14660|1255792|1015048.25093|2270840.25093
14661|1255205|1016515.78650|2271720.78650
14662|1256350|1017090.36941|2273440.36941
14663|1256258|1016897.41298|2273155.41298
14664|1256287|1017109.21945|2273396.21945
14665|1257078|1017408.01940|2274486.01940
14666|1255264|1015978.63064|2271242.63064
14667|1255984|1016520.38486|2272504.38486
14668|1255048|1015388.80215|2270436.80215
14669|1255563|1016403.52188|2271966.52188
14670|1255370|1016450.73271|2271820.73271
14671|1256740|1016205.09879|2272945.09879
14672|1255583|1016533.41432|2272116.41432
14673|1256231|1017387.31772|2273618.31772
14674|1255892|1016766.52028|2272658.52028
14675|1256082|1015676.25264|2271758.25264
14676|1255411|1015301.42248|2270712.42248
14677|1255218|1015227.56460|2270445.56460
14678|1256207|1016738.41346|2272945.41346
14679|1255894|1015989.19666|2271883.19666
14680|1254922|1015444.88788|2270366.88788
14681|1256564|1016282.28095|2272846.28095
14682|1255430|1015029.39798|2270459.39798
14683|1256117|1015809.24574|2271926.24574
14684|1256112|1015970.20359|2272082.20359
14685|1256310|1016849.26426|2273159.26426
14686|1255952|1014858.13355|2270810.13355
14687|1254803|1015598.00274|2270401.00274
14688|1254844|1015454.58229|2270298.58229
14689|1255937|1016398.52590|2272335.52590
14690|1256936|1016894.99379|2273830.99379
14691|1256248|1016212.18270|2272460.18270
14692|1257810|1017792.91748|2275602.91748
14693|1256396|1016468.34617|2272864.34617
14694|1256192|1016047.27411|2272239.27411
14695|1256827|1017240.16641|2274067.16641
14696|1257913|1017161.55478|2275074.55478
14697|1256572|1016635.26601|2273207.26601
14698|1256730|1017428.19523|2274158.19523
14699|1256886|1017562.33544|2274448.33544
14700|1255741|1015927.46719|2271668.46719
14701|1257467|1017573.06707|2275040.06707
14702|1255569|1016437.70061|2272006.70061
14703|1254447|1013817.77902|2268264.77902
14704|1256212|1015496.13603|2271708.13603
14705|1257138|1018031.20538|2275169.20538
14706|1256438|1016227.10023|2272665.10023
14707|1255885|1014977.06208|2270862.06208
14708|1254569|1015094.89928|2269663.89928
14709|1256323|1016081.03608|2272404.03608
14710|1254959|1015428.55184|2270387.55184
14711|1254594|1013725.62971|2268319.62971
14712|1257461|1017849.05056|2275310.05056
14713|1255652|1016549.56667|2272201.56667
14714|1255923|1016047.44515|2271970.44515
14715|1255364|1015071.35503|2270435.35503
14716|1255507|1016570.55673|2272077.55673
14717|1255401|1015715.57170|2271116.57170
14718|1256002|1017206.55156|2273208.55156
14719|1256041|1015823.30642|2271864.30642
14720|1255083|1016936.79980|2272019.79980
14721|1254224|1014311.06596|2268535.06596
14722|1255297|1016141.58309|2271438.58309
14723|1255008|1015032.63694|2270040.63694
14724|1256243|1016850.33154|2273093.33154
14725|1255257|1016636.79401|2271893.79401
14726|1254556|1014941.76609|2269497.76609
14727|1254649|1015137.91018|2269786.91018
14728|1255429|1015631.42550|2271060.42550
14729|1256104|1017305.54336|2273409.54336
14730|1255481|1016093.54320|2271574.54320
14731|1256105|1015622.21567|2271727.21567
14732|1255549|1016331.58870|2271880.58870
14733|1255709|1016306.42227|2272015.42227
14734|1255540|1016586.45398|2272126.45398
14735|1255852|1016284.50567|2272136.50567
14736|1255377|1016790.68687|2272167.68687
14737|1254883|1015617.76608|2270500.76608
14738|1255453|1016089.40109|2271542.40109
14739|1256532|1016191.03470|2272723.03470
14740|1256275|1015703.94219|2271978.94219
14741|1256418|1016588.99640|2273006.99640
14742|1256008|1015065.05104|2271073.05104
14743|1255556|1017038.75987|2272594.75987
14744|1256515|1015371.95959|2271886.95959
14745|1253978|1015788.09971|2269766.09971
14746|1255415|1014776.47830|2270191.47830
14747|1256408|1017670.37483|2274078.37483
14748|1254585|1016093.00964|2270678.00964
14749|1256838|1018116.14836|2274954.14836
14750|1257428|1017848.01016|2275276.01016
14751|1255699|1017139.75392|2272838.75392
14752|1254052|1014053.85400|2268105.85400
14753|1257115|1018169.10471|2275284.10471
14754|1256268|1017259.10556|2273527.10556
14755|1256617|1016530.29041|2273147.29041
14756|1258068|1018662.82169|2276730.82169
14757|1257406|1017906.05509|2275312.05509
14758|1256676|1017561.22635|2274237.22635
14759|1257922|1018477.93108|2276399.93108
14760|1258141|1017203.61207|2275344.61207
14761|1257273|1016993.89949|2274266.89949
14762|1255835|1016379.67883|2272214.67883
14763|1254651|1015016.83330|2269667.83330
14764|1255659|1015320.42198|2270979.42198
14765|1255168|1014639.49302|2269807.49302
14766|1257525|1018134.95053|2275659.95053
14767|1257079|1017095.99823|2274174.99823
14768|1256123|1016062.62259|2272185.62259
14769|1255883|1016195.37633|2272078.37633
14770|1256861|1016488.08606|2273349.08606
14771|1255662|1016999.59775|2272661.59775
14772|1255840|1017028.61227|2272868.61227
14773|1256135|1017421.44862|2273556.44862
14774|1255698|1016876.42659|2272574.42659
14775|1256412|1016585.22641|2272997.22641
14776|1255162|1016521.70274|2271683.70274
14777|1255325|1016218.61957|2271543.61957
14778|1256109|1016874.58329|2272983.58329
14779|1257088|1017937.00121|2275025.00121
14780|1257012|1017931.09995|2274943.09995
14781|1255066|1014590.65530|2269656.65530
14782|1257170|1016373.78587|2273543.78587
14783|1256155|1015547.01579|2271702.01579
14784|1256496|1016882.21204|2273378.21204
14785|1257629|1018599.08019|2276228.08019
14786|1257615|1019296.91106|2276911.91106
14787|1256078|1016621.20809|2272699.20809
14788|1255863|1016005.22115|2271868.22115
14789|1255848|1015664.35992|2271512.35992
14790|1256116|1016473.48311|2272589.48311
14791|1256441|1016934.23352|2273375.23352
14792|1256082|1017428.50083|2273510.50083
14793|1255074|1015550.43189|2270624.43189
14794|1256511|1016003.17048|2272514.17048
14795|1255986|1015973.30902|2271959.30902
14796|1255565|1016625.56942|2272190.56942
14797|1254868|1015900.88548|2270768.88548
14798|1254727|1015089.78549|2269816.78549
14799|1255640|1016157.41629|2271797.41629
14800|1255415|1016496.71172|2271911.71172
14801|1256819|1018157.37307|2274976.37307
14802|1255966|1016578.41084|2272544.41084
14803|1257680|1018672.08579|2276352.08579
14804|1256572|1016242.10233|2272814.10233
14805|1256580|1016755.08274|2273335.08274
14806|1257450|1017944.99036|2275394.99036
14807|1256571|1016640.07270|2273211.07270
14808|1256170|1017046.27555|2273216.27555
14809|1256732|1017082.12869|2273814.12869
14810|1255226|1016511.75099|2271737.75099
14811|1254521|1015939.06930|2270460.06930
14812|1256369|1017662.46400|2274031.46400
14813|1255119|1016069.76946|2271188.76946
14814|1254499|1014926.70657|2269425.70657
14815|1256268|1016944.42410|2273212.42410
14816|1255037|1016420.83832|2271457.83832
14817|1255689|1016316.45405|2272005.45405
14818|1255627|1015682.49141|2271309.49141
14819|1254418|1015586.94451|2270004.94451
14820|1257617|1017346.90383|2274963.90383
14821|1255685|1015368.24198|2271053.24198
14822|1254825|1015587.75671|2270412.75671
14823|1255426|1015775.54159|2271201.54159
14824|1257589|1017558.61353|2275147.61353
14825|1255529|1014940.36473|2270469.36473
14826|1255554|1016175.58588|2271729.58588
14827|1254696|1014399.48723|2269095.48723
14828|1254595|1014752.80493|2269347.80493
14829|1256045|1017281.58701|2273326.58701
14830|1256704|1015968.20642|2272672.20642
14831|1255369|1016254.73639|2271623.73639
14832|1255095|1016285.60732|2271380.60732
14833|1255963|1015740.20238|2271703.20238
14834|1256518|1016396.98952|2272914.98952
14835|1256716|1015465.95109|2272181.95109
14836|1256556|1017148.27993|2273704.27993
14837|1255719|1015664.26139|2271383.26139
14838|1255545|1015903.47879|2271448.47879
14839|1255354|1016567.59004|2271921.59004
14840|1256664|1016483.99231|2273147.99231
14841|1255834|1015234.37678|2271068.37678
14842|1255903|1015361.26114|2271264.26114
14843|1255508|1016409.63468|2271917.63468
14844|1254961|1014852.54422|2269813.54422
14845|1257640|1018470.05819|2276110.05819
14846|1255650|1015158.32746|2270808.32746
14847|1254561|1015520.99356|2270081.99356
14848|1256297|1016930.24685|2273227.24685
14849|1255720|1016134.42095|2271854.42095
14850|1256386|1017449.37412|2273835.37412
14851|1255244|1016539.73322|2271783.73322
14852|1255716|1017213.48768|2272929.48768
14853|1256359|1016778.29875|2273137.29875
14854|1255347|1016360.81818|2271707.81818
14855|1255356|1015299.77671|2270655.77671
14856|1255369|1015118.60760|2270487.60760
14857|1256087|1016311.43798|2272398.43798
14858|1256020|1016887.42725|2272907.42725
14859|1255752|1016160.33498|2271912.33498
14860|1256506|1017045.32824|2273551.32824
14861|1256906|1017117.05610|2274023.05610
14862|1256166|1016276.38200|2272442.38200
14863|1256076|1017349.50254|2273425.50254
14864|1255900|1015873.32807|2271773.32807
14865|1256271|1015707.12176|2271978.12176
14866|1256223|1016711.15333|2272934.15333
14867|1256132|1016780.38281|2272912.38281
14868|1255193|1016509.82378|2271702.82378
14869|1255903|1016088.35494|2271991.35494
14870|1256084|1017081.36967|2273165.36967
14871|1255623|1016918.70036|2272541.70036
14872|1256767|1017338.30164|2274105.30164
14873|1255607|1017231.75345|2272838.75345
14874|1254655|1015388.72718|2270043.72718
14875|1256419|1017510.34547|2273929.34547
14876|1255617|1016380.48559|2271997.48559
14877|1256590|1017236.20545|2273826.20545
14878|1255586|1016154.52318|2271740.52318
14879|1254916|1015898.64959|2270814.64959
14880|1255902|1015524.12834|2271426.12834
14881|1256145|1016407.28030|2272552.28030
14882|1255221|1016031.62341|2271252.62341
14883|1256111|1016120.10444|2272231.10444
14884|1255922|1015603.18868|2271525.18868
14885|1255278|1014353.29056|2269631.29056
14886|1254711|1015862.91956|2270573.91956
14887|1256230|1015724.22113|2271954.22113
14888|1254447|1015255.90140|2269702.90140
14889|1255655|1016364.41618|2272019.41618
14890|1255558|1015208.43061|2270766.43061
14891|1256724|1018101.25439|2274825.25439
14892|1256750|1017628.35450|2274378.35450
14893|1256667|1016622.17799|2273289.17799
14894|1255971|1016944.61560|2272915.61560
14895|1255420|1015744.47207|2271164.47207
14896|1255031|1016284.89433|2271315.89433
14897|1257047|1017825.31049|2274872.31049
14898|1255621|1016063.52039|2271684.52039
14899|1256796|1018129.22397|2274925.22397
14900|1256405|1016305.19862|2272710.19862
14901|1255389|1017294.73748|2272683.73748
14902|1255814|1016561.63594|2272375.63594
14903|1256497|1018086.30643|2274583.30643
14904|1255997|1017023.46027|2273020.46027
14905|1256422|1016775.07592|2273197.07592
14906|1256173|1017263.43970|2273436.43970
14907|1255383|1016104.64376|2271487.64376
14908|1256625|1017173.40897|2273798.40897
14909|1256208|1016381.24868|2272589.24868
14910|1258004|1017773.77113|2275777.77113
14911|1257199|1017491.96641|2274690.96641
14912|1255173|1015808.75428|2270981.75428
14913|1255811|1017084.68008|2272895.68008
14914|1256205|1016663.39604|2272868.39604
14915|1255385|1015662.56131|2271047.56131
14916|1255323|1015983.55825|2271306.55825
14917|1254706|1014987.79563|2269693.79563
14918|1255119|1016115.69002|2271234.69002
14919|1255268|1015908.57241|2271176.57241
14920|1255414|1015843.50226|2271257.50226
14921|1256179|1015532.08275|2271711.08275
14922|1255355|1015319.51396|2270674.51396
14923|1254627|1014578.68566|2269205.68566
14924|1256547|1016623.37060|2273170.37060
14925|1255179|1015792.65518|2270971.65518
14926|1255489|1014929.38696|2270418.38696
14927|1255200|1014933.46022|2270133.46022
14928|1256795|1016688.96619|2273483.96619
14929|1255651|1015890.49986|2271541.49986
14930|1255715|1015852.65299|2271567.65299
14931|1255396|1016511.69159|2271907.69159
14932|1255659|1016167.64554|2271826.64554
14933|1254614|1014579.85712|2269193.85712
14934|1256055|1016176.34409|2272231.34409
14935|1256746|1016903.05945|2273649.05945
14936|1255797|1016015.22481|2271812.22481
14937|1256533|1017133.51692|2273666.51692
14938|1256493|1015458.93869|2271951.93869
14939|1256544|1016820.06689|2273364.06689
14940|1255219|1015354.44696|2270573.44696
14941|1255865|1016981.43275|2272846.43275
14942|1255559|1017540.62906|2273099.62906
14943|1256457|1017469.34914|2273926.34914
14944|1256476|1017265.16896|2273741.16896
14945|1254455|1014890.79259|2269345.79259
14946|1256464|1017147.27008|2273611.27008
14947|1254007|1014824.94213|2268831.94213
14948|1256424|1017044.44480|2273468.44480
14949|1254725|1015228.80498|2269953.80498
14950|1257631|1018044.93549|2275675.93549
14951|1255653|1016864.46280|2272517.46280
14952|1253952|1014106.83287|2268058.83287
14953|1255150|1015718.41919|2270868.41919
14954|1255448|1016526.72343|2271974.72343
14955|1256046|1015829.20205|2271875.20205
14956|1253781|1015042.00234|2268823.00234
14957|1255954|1016220.39309|2272174.39309
14958|1256379|1015845.06546|2272224.06546
14959|1255164|1015075.46108|2270239.46108
14960|1255092|1016268.75140|2271360.75140
14961|1255112|1014723.50150|2269835.50150
14962|1254931|1015313.71676|2270244.71676
14963|1255819|1015059.11024|2270878.11024
14964|1255735|1015960.46657|2271695.46657
14965|1254939|1013995.54176|2268934.54176
14966|1255075|1015143.58908|2270218.58908
14967|1256076|1016979.40768|2273055.40768
14968|1255021|1014639.51357|2269660.51357
14969|1254797|1014916.73653|2269713.73653
14970|1255382|1015298.40612|2270680.40612
14971|1255530|1016448.71967|2271978.71967
14972|1254207|1014968.87343|2269175.87343
14973|1256892|1017017.16535|2273909.16535
14974|1254916|1016895.96271|2271811.96271
14975|1255462|1016392.66388|2271854.66388
14976|1255198|1015098.47541|2270296.47541
14977|1254782|1016609.91132|2271391.91132
14978|1255701|1016837.48883|2272538.48883
14979|1255673|1016292.31866|2271965.31866
14980|1256571|1018156.54955|2274727.54955
14981|1256508|1017682.10452|2274190.10452
14982|1255114|1016029.79915|2271143.79915
14983|1255494|1017224.83570|2272718.83570
14984|1255622|1016986.57390|2272608.57390
14985|1255810|1015794.23030|2271604.23030
14986|1255131|1014923.40426|2270054.40426
14987|1255766|1016685.50939|2272451.50939
14988|1256730|1017030.06432|2273760.06432
14989|1255809|1016410.52040|2272219.52040
14990|1256304|1016666.31687|2272970.31687
14991|1255140|1015170.46946|2270310.46946
14992|1255463|1015501.50305|2270964.50305
14993|1257463|1018100.92939|2275563.92939
14994|1255333|1016014.65450|2271347.65450
14995|1256604|1017251.20977|2273855.20977
14996|1255148|1016027.73027|2271175.73027
14997|1255958|1016704.33170|2272662.33170
14998|1255556|1015905.45097|2271461.45097
14999|1255674|1016474.53810|2272148.53810
15000|1255074|1017464.88518|2272538.88518
15001|1255863|1015620.16273|2271483.16273
15002|1256045|1016175.24217|2272220.24217
15003|1255460|1015617.43778|2271077.43778
15004|1255606|1016038.36862|2271644.36862
15005|1254671|1014605.64662|2269276.64662
15006|1254962|1015873.73586|2270835.73586
15007|1255263|1016115.79044|2271378.79044
15008|1256517|1016775.23849|2273292.23849
15009|1255529|1015550.48873|2271079.48873
15010|1254694|1014585.62826|2269279.62826
15011|1254402|1015748.96226|2270150.96226
15012|1256147|1017242.51074|2273389.51074
15013|1254059|1014787.81980|2268846.81980
15014|1253859|1013489.87408|2267348.87408
15015|1254314|1014653.71683|2268967.71683
15016|1253613|1013826.02094|2267439.02094
15017|1254407|1014355.85552|2268762.85552
15018|1254559|1014962.94084|2269521.94084
15019|1255496|1015174.45645|2270670.45645
15020|1255222|1015942.44096|2271164.44096
15021|1254730|1015383.81136|2270113.81136
15022|1255317|1016959.77866|2272276.77866
15023|1255723|1015397.26708|2271120.26708
15024|1255752|1015747.47828|2271499.47828
15025|1255760|1016789.58070|2272549.58070
15026|1254986|1015593.74739|2270579.74739
15027|1256164|1016242.26267|2272406.26267
15028|1255328|1015741.55142|2271069.55142
15029|1256878|1017422.16586|2274300.16586
15030|1255313|1016311.59121|2271624.59121
15031|1254941|1014810.51825|2269751.51825
15032|1256097|1016002.10050|2272099.10050
15033|1256968|1017998.06727|2274966.06727
15034|1254750|1015699.73420|2270449.73420
15035|1255427|1015813.55161|2271240.55161
15036|1255935|1016358.48630|2272293.48630
15037|1255571|1016058.57936|2271629.57936
15038|1256276|1016425.31501|2272701.31501
15039|1254525|1015860.80212|2270385.80212
15040|1254964|1015562.66095|2270526.66095
15041|1255368|1016516.39398|2271884.39398
15042|1255161|1016007.48371|2271168.48371
15043|1256049|1017289.38596|2273338.38596
15044|1256321|1017069.24514|2273390.24514
15045|1256461|1017714.25579|2274175.25579
15046|1256180|1016483.20382|2272663.20382
15047|1256197|1018407.45145|2274604.45145
15048|1253848|1014742.99919|2268590.99919
15049|1257259|1016847.89498|2274106.89498
15050|1254915|1015254.46083|2270169.46083
15051|1255072|1014942.69080|2270014.69080
15052|1254840|1015654.91477|2270494.91477
15053|1254533|1015232.94844|2269765.94844
15054|1255512|1016129.67692|2271641.67692
15055|1255601|1016761.63902|2272362.63902
15056|1254037|1014144.80208|2268181.80208
15057|1255019|1015857.72983|2270876.72983
15058|1255930|1015709.32464|2271639.32464
15059|1255962|1017968.64544|2273930.64544
15060|1254804|1015608.68324|2270412.68324
15061|1257444|1017231.71816|2274675.71816
15062|1256551|1016653.07518|2273204.07518
